Method,Nodes,Edges,Density,Average Degree,Maximum Degree,Minimum Degree,Connected Components,Largest Component,Average Clustering
spiec_easi,171,459,0.031578947368421054,5.368421052631579,13,1,1,171,0.11890783031133907
